review_id,unit_id,reference_id,review_type,evidence,resolution,next_checkpoint
review:wikisource:record:itws:394897:bibit:sonnet:bibit000776:sonnet_0025,wikisource:record:itws:394897,bibit:sonnet:bibit000776:sonnet_0025,sonnet_segment_quarantine,left=0.786408;right=0.852632;matching_shingles=81;preferred=bibit:sonnet:bibit000776:sonnet_0025,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394898:bibit:sonnet:bibit000776:sonnet_0024,wikisource:record:itws:394898,bibit:sonnet:bibit000776:sonnet_0024,sonnet_segment_quarantine,left=0.864078;right=0.917526;matching_shingles=89;preferred=bibit:sonnet:bibit000776:sonnet_0024,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394901:bibit:sonnet:bibit001632:sonnet_0045,wikisource:record:itws:394901,bibit:sonnet:bibit001632:sonnet_0045,sonnet_segment_quarantine,left=0.809091;right=0.890000;matching_shingles=89;preferred=bibit:sonnet:bibit001632:sonnet_0045,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394906:bibit:sonnet:bibit001555:sonnet_0019,wikisource:record:itws:394906,bibit:sonnet:bibit001555:sonnet_0019,sonnet_segment_quarantine,left=0.786408;right=0.852632;matching_shingles=81;preferred=bibit:sonnet:bibit001555:sonnet_0019,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394908:bibit:sonnet:bibit001555:sonnet_0040,wikisource:record:itws:394908,bibit:sonnet:bibit001555:sonnet_0040,sonnet_segment_quarantine,left=0.752212;right=0.867347;matching_shingles=85;preferred=bibit:sonnet:bibit001555:sonnet_0040,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394909:bibit:sonnet:bibit001555:sonnet_0048,wikisource:record:itws:394909,bibit:sonnet:bibit001555:sonnet_0048,sonnet_segment_quarantine,left=0.901786;right=1.000000;matching_shingles=101;preferred=bibit:sonnet:bibit001555:sonnet_0048,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394913:bibit:sonnet:bibit001632:sonnet_0004,wikisource:record:itws:394913,bibit:sonnet:bibit001632:sonnet_0004,sonnet_segment_quarantine,left=0.723810;right=0.826087;matching_shingles=76;preferred=bibit:sonnet:bibit001632:sonnet_0004,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394915:bibit:sonnet:bibit001632:sonnet_0008,wikisource:record:itws:394915,bibit:sonnet:bibit001632:sonnet_0008,sonnet_segment_quarantine,left=0.814433;right=0.831579;matching_shingles=79;preferred=bibit:sonnet:bibit001632:sonnet_0008,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394916:bibit:sonnet:bibit001632:sonnet_0049,wikisource:record:itws:394916,bibit:sonnet:bibit001632:sonnet_0049,sonnet_segment_quarantine,left=0.859813;right=0.920000;matching_shingles=92;preferred=bibit:sonnet:bibit001632:sonnet_0049,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:394941:bibit:sonnet:bibit000776:sonnet_0043,wikisource:record:itws:394941,bibit:sonnet:bibit000776:sonnet_0043,sonnet_segment_quarantine,left=0.734513;right=0.805825;matching_shingles=83;preferred=bibit:sonnet:bibit000776:sonnet_0043,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:394943:bibit:sonnet:bibit000776:sonnet_0039,wikisource:record:itws:394943,bibit:sonnet:bibit000776:sonnet_0039,sonnet_segment_quarantine,left=0.855856;right=1.000000;matching_shingles=95;preferred=bibit:sonnet:bibit000776:sonnet_0039,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:43762:bibit:sonnet:bibit001063:sonnet_0036,wikisource:record:itws:43762,bibit:sonnet:bibit001063:sonnet_0036,sonnet_segment_quarantine,left=0.901099;right=0.911111;matching_shingles=82;preferred=bibit:sonnet:bibit001063:sonnet_0036,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:43926:bibit:sonnet:bibit001063:sonnet_0048,wikisource:record:itws:43926,bibit:sonnet:bibit001063:sonnet_0048,sonnet_segment_quarantine,left=0.861702;right=0.870968;matching_shingles=81;preferred=bibit:sonnet:bibit001063:sonnet_0048,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:473919:wikisource:sonnet:itws:474572:sonnet0001,wikisource:record:itws:473919,wikisource:sonnet:itws:474572:sonnet0001,sonnet_segment_quarantine,left=0.022124;right=1.000000;matching_shingles=90;preferred=wikisource:sonnet:itws:474572:sonnet0001,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:473919:wikisource:sonnet:itws:480660:sonnet0001,wikisource:record:itws:473919,wikisource:sonnet:itws:480660:sonnet0001,sonnet_segment_quarantine,left=0.024582;right=1.000000;matching_shingles=100;preferred=wikisource:sonnet:itws:480660:sonnet0001,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:473919:wikisource:sonnet:itws:480680:sonnet0001,wikisource:record:itws:473919,wikisource:sonnet:itws:480680:sonnet0001,sonnet_segment_quarantine,left=0.022370;right=1.000000;matching_shingles=91;preferred=wikisource:sonnet:itws:480680:sonnet0001,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:473919:wikisource:sonnet:itws:481037:sonnet0001,wikisource:record:itws:473919,wikisource:sonnet:itws:481037:sonnet0001,sonnet_segment_quarantine,left=0.022370;right=1.000000;matching_shingles=91;preferred=wikisource:sonnet:itws:481037:sonnet0001,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483524:bibit:sonnet:bibit001036:sonnet_0001,wikisource:record:itws:483524,bibit:sonnet:bibit001036:sonnet_0001,sonnet_segment_quarantine,left=0.769231;right=0.824742;matching_shingles=80;preferred=bibit:sonnet:bibit001036:sonnet_0001,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483532:bibit:sonnet:bibit001036:sonnet_0005,wikisource:record:itws:483532,bibit:sonnet:bibit001036:sonnet_0005,sonnet_segment_quarantine,left=0.843137;right=0.945055;matching_shingles=86;preferred=bibit:sonnet:bibit001036:sonnet_0005,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483547:bibit:sonnet:bibit001036:sonnet_0009,wikisource:record:itws:483547,bibit:sonnet:bibit001036:sonnet_0009,sonnet_segment_quarantine,left=0.861702;right=0.931034;matching_shingles=81;preferred=bibit:sonnet:bibit001036:sonnet_0009,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483548:bibit:sonnet:bibit001036:sonnet_0010,wikisource:record:itws:483548,bibit:sonnet:bibit001036:sonnet_0010,sonnet_segment_quarantine,left=0.765306;right=0.824176;matching_shingles=75;preferred=bibit:sonnet:bibit001036:sonnet_0010,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483549:bibit:sonnet:bibit001036:sonnet_0011,wikisource:record:itws:483549,bibit:sonnet:bibit001036:sonnet_0011,sonnet_segment_quarantine,left=0.685714;right=0.818182;matching_shingles=72;preferred=bibit:sonnet:bibit001036:sonnet_0011,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483550:bibit:sonnet:bibit001036:sonnet_0012,wikisource:record:itws:483550,bibit:sonnet:bibit001036:sonnet_0012,sonnet_segment_quarantine,left=0.848485;right=0.913043;matching_shingles=84;preferred=bibit:sonnet:bibit001036:sonnet_0012,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483551:bibit:sonnet:bibit001036:sonnet_0013,wikisource:record:itws:483551,bibit:sonnet:bibit001036:sonnet_0013,sonnet_segment_quarantine,left=0.754717;right=0.816327;matching_shingles=80;preferred=bibit:sonnet:bibit001036:sonnet_0013,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483553:bibit:sonnet:bibit001036:sonnet_0016,wikisource:record:itws:483553,bibit:sonnet:bibit001036:sonnet_0016,sonnet_segment_quarantine,left=0.785714;right=0.846154;matching_shingles=88;preferred=bibit:sonnet:bibit001036:sonnet_0016,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483577:bibit:sonnet:bibit001036:sonnet_0019,wikisource:record:itws:483577,bibit:sonnet:bibit001036:sonnet_0019,sonnet_segment_quarantine,left=0.781818;right=0.895833;matching_shingles=86;preferred=bibit:sonnet:bibit001036:sonnet_0019,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483579:bibit:sonnet:bibit001036:sonnet_0021,wikisource:record:itws:483579,bibit:sonnet:bibit001036:sonnet_0021,sonnet_segment_quarantine,left=0.795082;right=0.923810;matching_shingles=97;preferred=bibit:sonnet:bibit001036:sonnet_0021,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483580:bibit:sonnet:bibit001036:sonnet_0022,wikisource:record:itws:483580,bibit:sonnet:bibit001036:sonnet_0022,sonnet_segment_quarantine,left=0.798246;right=0.919192;matching_shingles=91;preferred=bibit:sonnet:bibit001036:sonnet_0022,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483583:bibit:sonnet:bibit001036:sonnet_0025,wikisource:record:itws:483583,bibit:sonnet:bibit001036:sonnet_0025,sonnet_segment_quarantine,left=0.696429;right=0.829787;matching_shingles=78;preferred=bibit:sonnet:bibit001036:sonnet_0025,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483586:bibit:sonnet:bibit001036:sonnet_0028,wikisource:record:itws:483586,bibit:sonnet:bibit001036:sonnet_0028,sonnet_segment_quarantine,left=0.855856;right=0.922330;matching_shingles=95;preferred=bibit:sonnet:bibit001036:sonnet_0028,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483588:bibit:sonnet:bibit001036:sonnet_0033,wikisource:record:itws:483588,bibit:sonnet:bibit001036:sonnet_0033,sonnet_segment_quarantine,left=0.811321;right=0.886598;matching_shingles=86;preferred=bibit:sonnet:bibit001036:sonnet_0033,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483590:bibit:sonnet:bibit001036:sonnet_0034,wikisource:record:itws:483590,bibit:sonnet:bibit001036:sonnet_0034,sonnet_segment_quarantine,left=0.775701;right=0.902174;matching_shingles=83;preferred=bibit:sonnet:bibit001036:sonnet_0034,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483593:bibit:sonnet:bibit001036:sonnet_0038,wikisource:record:itws:483593,bibit:sonnet:bibit001036:sonnet_0038,sonnet_segment_quarantine,left=0.766355;right=0.811881;matching_shingles=82;preferred=bibit:sonnet:bibit001036:sonnet_0038,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483594:bibit:sonnet:bibit001036:sonnet_0039,wikisource:record:itws:483594,bibit:sonnet:bibit001036:sonnet_0039,sonnet_segment_quarantine,left=0.871795;right=1.000000;matching_shingles=102;preferred=bibit:sonnet:bibit001036:sonnet_0039,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483632:bibit:sonnet:bibit001036:sonnet_0043,wikisource:record:itws:483632,bibit:sonnet:bibit001036:sonnet_0043,sonnet_segment_quarantine,left=0.780000;right=0.829787;matching_shingles=78;preferred=bibit:sonnet:bibit001036:sonnet_0043,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483635:bibit:sonnet:bibit001036:sonnet_0046,wikisource:record:itws:483635,bibit:sonnet:bibit001036:sonnet_0046,sonnet_segment_quarantine,left=0.737374;right=0.820225;matching_shingles=73;preferred=bibit:sonnet:bibit001036:sonnet_0046,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483636:bibit:sonnet:bibit001036:sonnet_0048,wikisource:record:itws:483636,bibit:sonnet:bibit001036:sonnet_0048,sonnet_segment_quarantine,left=0.794643;right=0.839623;matching_shingles=89;preferred=bibit:sonnet:bibit001036:sonnet_0048,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483641:bibit:sonnet:bibit001036:sonnet_0051,wikisource:record:itws:483641,bibit:sonnet:bibit001036:sonnet_0051,sonnet_segment_quarantine,left=0.765306;right=0.842697;matching_shingles=75;preferred=bibit:sonnet:bibit001036:sonnet_0051,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483643:bibit:sonnet:bibit001036:sonnet_0053,wikisource:record:itws:483643,bibit:sonnet:bibit001036:sonnet_0053,sonnet_segment_quarantine,left=0.819048;right=0.886598;matching_shingles=86;preferred=bibit:sonnet:bibit001036:sonnet_0053,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483645:bibit:sonnet:bibit001036:sonnet_0055,wikisource:record:itws:483645,bibit:sonnet:bibit001036:sonnet_0055,sonnet_segment_quarantine,left=0.870690;right=1.000000;matching_shingles=101;preferred=bibit:sonnet:bibit001036:sonnet_0055,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483647:bibit:sonnet:bibit001036:sonnet_0056,wikisource:record:itws:483647,bibit:sonnet:bibit001036:sonnet_0056,sonnet_segment_quarantine,left=0.867925;right=1.000000;matching_shingles=92;preferred=bibit:sonnet:bibit001036:sonnet_0056,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483652:bibit:sonnet:bibit001036:sonnet_0061,wikisource:record:itws:483652,bibit:sonnet:bibit001036:sonnet_0061,sonnet_segment_quarantine,left=0.887755;right=0.915789;matching_shingles=87;preferred=bibit:sonnet:bibit001036:sonnet_0061,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483661:bibit:sonnet:bibit000807:sonnet_0192,wikisource:record:itws:483661,bibit:sonnet:bibit000807:sonnet_0192,sonnet_segment_quarantine,left=0.834951;right=0.843137;matching_shingles=86;preferred=bibit:sonnet:bibit000807:sonnet_0192,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483663:bibit:sonnet:bibit000807:sonnet_0206,wikisource:record:itws:483663,bibit:sonnet:bibit000807:sonnet_0206,sonnet_segment_quarantine,left=0.812500;right=0.821053;matching_shingles=78;preferred=bibit:sonnet:bibit000807:sonnet_0206,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483678:bibit:sonnet:bibit000807:sonnet_0202,wikisource:record:itws:483678,bibit:sonnet:bibit000807:sonnet_0202,sonnet_segment_quarantine,left=0.917431;right=0.925926;matching_shingles=100;preferred=bibit:sonnet:bibit000807:sonnet_0202,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483715:bibit:sonnet:bibit001036:sonnet_0062,wikisource:record:itws:483715,bibit:sonnet:bibit001036:sonnet_0062,sonnet_segment_quarantine,left=0.754386;right=0.819048;matching_shingles=86;preferred=bibit:sonnet:bibit001036:sonnet_0062,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483716:bibit:sonnet:bibit001036:sonnet_0063,wikisource:record:itws:483716,bibit:sonnet:bibit001036:sonnet_0063,sonnet_segment_quarantine,left=0.917526;right=1.000000;matching_shingles=89;preferred=bibit:sonnet:bibit001036:sonnet_0063,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483719:bibit:sonnet:bibit001036:sonnet_0068,wikisource:record:itws:483719,bibit:sonnet:bibit001036:sonnet_0068,sonnet_segment_quarantine,left=0.917526;right=1.000000;matching_shingles=89;preferred=bibit:sonnet:bibit001036:sonnet_0068,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483724:bibit:sonnet:bibit001036:sonnet_0081,wikisource:record:itws:483724,bibit:sonnet:bibit001036:sonnet_0081,sonnet_segment_quarantine,left=0.816327;right=0.898876;matching_shingles=80;preferred=bibit:sonnet:bibit001036:sonnet_0081,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483727:bibit:sonnet:bibit001036:sonnet_0107,wikisource:record:itws:483727,bibit:sonnet:bibit001036:sonnet_0107,sonnet_segment_quarantine,left=0.872549;right=0.917526;matching_shingles=89;preferred=bibit:sonnet:bibit001036:sonnet_0107,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483733:bibit:sonnet:bibit001036:sonnet_0122,wikisource:record:itws:483733,bibit:sonnet:bibit001036:sonnet_0122,sonnet_segment_quarantine,left=0.785714;right=0.827957;matching_shingles=77;preferred=bibit:sonnet:bibit001036:sonnet_0122,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:483734:bibit:sonnet:bibit001036:sonnet_0123,wikisource:record:itws:483734,bibit:sonnet:bibit001036:sonnet_0123,sonnet_segment_quarantine,left=0.810000;right=0.843750;matching_shingles=81;preferred=bibit:sonnet:bibit001036:sonnet_0123,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483735:bibit:sonnet:bibit001036:sonnet_0124,wikisource:record:itws:483735,bibit:sonnet:bibit001036:sonnet_0124,sonnet_segment_quarantine,left=0.858696;right=0.908046;matching_shingles=79;preferred=bibit:sonnet:bibit001036:sonnet_0124,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483736:bibit:sonnet:bibit001036:sonnet_0125,wikisource:record:itws:483736,bibit:sonnet:bibit001036:sonnet_0125,sonnet_segment_quarantine,left=0.898876;right=0.952381;matching_shingles=80;preferred=bibit:sonnet:bibit001036:sonnet_0125,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483745:bibit:sonnet:bibit001036:sonnet_0135,wikisource:record:itws:483745,bibit:sonnet:bibit001036:sonnet_0135,sonnet_segment_quarantine,left=0.872549;right=0.917526;matching_shingles=89;preferred=bibit:sonnet:bibit001036:sonnet_0135,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483797:bibit:sonnet:bibit001036:sonnet_0143,wikisource:record:itws:483797,bibit:sonnet:bibit001036:sonnet_0143,sonnet_segment_quarantine,left=0.919192;right=1.000000;matching_shingles=91;preferred=bibit:sonnet:bibit001036:sonnet_0143,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483798:bibit:sonnet:bibit001036:sonnet_0144,wikisource:record:itws:483798,bibit:sonnet:bibit001036:sonnet_0144,sonnet_segment_quarantine,left=0.930693;right=1.000000;matching_shingles=94;preferred=bibit:sonnet:bibit001036:sonnet_0144,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483801:bibit:sonnet:bibit001036:sonnet_0147,wikisource:record:itws:483801,bibit:sonnet:bibit001036:sonnet_0147,sonnet_segment_quarantine,left=0.843137;right=0.868687;matching_shingles=86;preferred=bibit:sonnet:bibit001036:sonnet_0147,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483803:bibit:sonnet:bibit001036:sonnet_0149,wikisource:record:itws:483803,bibit:sonnet:bibit001036:sonnet_0149,sonnet_segment_quarantine,left=0.850000;right=0.913978;matching_shingles=85;preferred=bibit:sonnet:bibit001036:sonnet_0149,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:483804:bibit:sonnet:bibit001036:sonnet_0150,wikisource:record:itws:483804,bibit:sonnet:bibit001036:sonnet_0150,sonnet_segment_quarantine,left=0.800000;right=0.847059;matching_shingles=72;preferred=bibit:sonnet:bibit001036:sonnet_0150,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:484108:bibit:sonnet:bibit000807:sonnet_0212,wikisource:record:itws:484108,bibit:sonnet:bibit000807:sonnet_0212,sonnet_segment_quarantine,left=0.870000;right=0.878788;matching_shingles=87;preferred=bibit:sonnet:bibit000807:sonnet_0212,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:484115:bibit:sonnet:bibit000532:sonnet_0526,wikisource:record:itws:484115,bibit:sonnet:bibit000532:sonnet_0526,sonnet_segment_quarantine,left=0.736364;right=0.835052;matching_shingles=81;preferred=bibit:sonnet:bibit000532:sonnet_0526,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:518160:bibit:sonnet:bibit000524:sonnet_0227,wikisource:record:itws:518160,bibit:sonnet:bibit000524:sonnet_0227,sonnet_segment_quarantine,left=0.905660;right=0.923077;matching_shingles=96;preferred=bibit:sonnet:bibit000524:sonnet_0227,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:742777:bibit:sonnet:bibit000831:sonnet_0108,wikisource:record:itws:742777,bibit:sonnet:bibit000831:sonnet_0108,sonnet_segment_quarantine,left=0.957895;right=1.000000;matching_shingles=91;preferred=bibit:sonnet:bibit000831:sonnet_0108,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:746025:v6:sonnet:cecco_lx_io_combattei_con_amor_ed_hol_morto,wikisource:record:itws:746025,v6:sonnet:cecco_lx_io_combattei_con_amor_ed_hol_morto,sonnet_segment_quarantine,left=0.808696;right=0.920792;matching_shingles=93;preferred=v6:sonnet:cecco_lx_io_combattei_con_amor_ed_hol_morto,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:746043:v6:sonnet:cecco_lxxv_in_una_ch_e_danar_mi_danno_meno,wikisource:record:itws:746043,v6:sonnet:cecco_lxxv_in_una_ch_e_danar_mi_danno_meno,sonnet_segment_quarantine,left=0.680000;right=0.858586;matching_shingles=85;preferred=v6:sonnet:cecco_lxxv_in_una_ch_e_danar_mi_danno_meno,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:746049:v6:sonnet:cecco_cxv_con_gran_malinconia_sempre_istò,wikisource:record:itws:746049,v6:sonnet:cecco_cxv_con_gran_malinconia_sempre_istò,sonnet_segment_quarantine,left=0.688073;right=0.824176;matching_shingles=75;preferred=v6:sonnet:cecco_cxv_con_gran_malinconia_sempre_istò,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:746051:v6:sonnet:cecco_lxxxi_per_sì_gran_somma_ho_mpegnate_le_risa,wikisource:record:itws:746051,v6:sonnet:cecco_lxxxi_per_sì_gran_somma_ho_mpegnate_le_risa,sonnet_segment_quarantine,left=0.730435;right=0.884211;matching_shingles=84;preferred=v6:sonnet:cecco_lxxxi_per_sì_gran_somma_ho_mpegnate_le_risa,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:754073:wikisource:sonnet:itws:847571:sonnet0001,wikisource:record:itws:754073,wikisource:sonnet:itws:847571:sonnet0001,sonnet_segment_quarantine,left=0.021049;right=0.890625;matching_shingles=114;preferred=wikisource:sonnet:itws:847571:sonnet0001,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:754073:wikisource:sonnet:itws:847571:sonnet0002,wikisource:record:itws:754073,wikisource:sonnet:itws:847571:sonnet0002,sonnet_segment_quarantine,left=0.021233;right=0.942623;matching_shingles=115;preferred=wikisource:sonnet:itws:847571:sonnet0002,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:826718:bibit:sonnet:bibit001172:structural_0320,wikisource:record:itws:826718,bibit:sonnet:bibit001172:structural_0320,sonnet_segment_quarantine,left=0.105121;right=0.821053;matching_shingles=78;preferred=bibit:sonnet:bibit001172:structural_0320,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:826718:bibit:sonnet:bibit001172:structural_0324,wikisource:record:itws:826718,bibit:sonnet:bibit001172:structural_0324,sonnet_segment_quarantine,left=0.114555;right=0.913978;matching_shingles=85;preferred=bibit:sonnet:bibit001172:structural_0324,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:826718:bibit:sonnet:bibit001172:structural_0325,wikisource:record:itws:826718,bibit:sonnet:bibit001172:structural_0325,sonnet_segment_quarantine,left=0.106469;right=0.908046;matching_shingles=79;preferred=bibit:sonnet:bibit001172:structural_0325,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:826728:bibit:sonnet:bibit000949:sonnet_0007,wikisource:record:itws:826728,bibit:sonnet:bibit000949:sonnet_0007,sonnet_segment_quarantine,left=0.831461;right=0.860465;matching_shingles=74;preferred=bibit:sonnet:bibit000949:sonnet_0007,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:826919:bibit:sonnet:bibit000099:sonnet_0393,wikisource:record:itws:826919,bibit:sonnet:bibit000099:sonnet_0393,sonnet_segment_quarantine,left=1.000000;right=1.000000;matching_shingles=100;preferred=bibit:sonnet:bibit000099:sonnet_0393,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:826944:wikisource:sonnet:itws:976431:sonnet0001,wikisource:record:itws:826944,wikisource:sonnet:itws:976431:sonnet0001,sonnet_segment_quarantine,left=0.082860;right=0.901235;matching_shingles=73;preferred=wikisource:sonnet:itws:976431:sonnet0001,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:826952:wikisource:sonnet:itws:987480:sonnet0001,wikisource:record:itws:826952,wikisource:sonnet:itws:987480:sonnet0001,sonnet_segment_quarantine,left=0.120846;right=1.000000;matching_shingles=80;preferred=wikisource:sonnet:itws:987480:sonnet0001,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:827086:bibit:sonnet:bibit001111:sonnet_0010,wikisource:record:itws:827086,bibit:sonnet:bibit001111:sonnet_0010,sonnet_segment_quarantine,left=0.773913;right=0.839623;matching_shingles=89;preferred=bibit:sonnet:bibit001111:sonnet_0010,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:82994:v6:sonnet:cecco_xi_e_m_è_sì_malamente_rincresciuto,wikisource:record:itws:82994,v6:sonnet:cecco_xi_e_m_è_sì_malamente_rincresciuto,sonnet_segment_quarantine,left=0.680328;right=0.838384;matching_shingles=83;preferred=v6:sonnet:cecco_xi_e_m_è_sì_malamente_rincresciuto,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:838040:wikisource:sonnet:itws:827018:sonnet0001,wikisource:record:itws:838040,wikisource:sonnet:itws:827018:sonnet0001,sonnet_segment_quarantine,left=0.049299;right=0.969388;matching_shingles=95;preferred=wikisource:sonnet:itws:827018:sonnet0001,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:882555:bibit:sonnet:bibit000364:sonnet_0075,wikisource:record:itws:882555,bibit:sonnet:bibit000364:sonnet_0075,sonnet_segment_quarantine,left=0.888889;right=0.916667;matching_shingles=88;preferred=bibit:sonnet:bibit000364:sonnet_0075,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:970093:bibit:sonnet:bibit000807:structural_0085,wikisource:record:itws:970093,bibit:sonnet:bibit000807:structural_0085,sonnet_segment_quarantine,left=0.061958;right=0.877193;matching_shingles=50;preferred=bibit:sonnet:bibit000807:structural_0085,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:975995:bibit:sonnet:bibit001002:sonnet_0014,wikisource:record:itws:975995,bibit:sonnet:bibit001002:sonnet_0014,sonnet_segment_quarantine,left=0.826087;right=0.826087;matching_shingles=76;preferred=bibit:sonnet:bibit001002:sonnet_0014,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:975995:bibit:sonnet:bibit001036:sonnet_0086,wikisource:record:itws:975995,bibit:sonnet:bibit001036:sonnet_0086,sonnet_segment_quarantine,left=0.913043;right=0.913043;matching_shingles=84;preferred=bibit:sonnet:bibit001036:sonnet_0086,exclude_role_mismatch_from_broader,7B
review:wikisource:record:itws:989206:bibit:sonnet:bibit000807:structural_0061,wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0061,sonnet_segment_quarantine,left=0.056851;right=0.896552;matching_shingles=78;preferred=bibit:sonnet:bibit000807:structural_0061,remove_exact_matched_span_in_checkpoint_7b,7B
review:wikisource:record:itws:989206:bibit:sonnet:bibit000807:structural_0062,wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0062,sonnet_segment_quarantine,left=0.051020;right=0.897436;matching_shingles=70;preferred=bibit:sonnet:bibit000807:structural_0062,remove_exact_matched_span_in_checkpoint_7b,7B
